0.054054054	0	1	5	0.780515045	1.0	0.346743752	0.444249927	1	6
0.081081081	1	1	5	1.082511386	1.0	0.249938499	0.23088764	6	1
0.108108108	0	1	5	0.573220671	0.666666667	0.188404119	0.328676422	1	6
0.135135135	0	2	5	0.62027443	1.0	0.252212217	0.406613919	6	5
0.162162162	1	1	5	1.613948793	1.0	0.248441313	0.153933826	5	1
0.189189189	1	2	5	2.203050297	0.2	0.148425057	0.067372523	1	9
0.216216216	1	3	5	0.398770586	1.0	0.137947994	0.345933223	9	1
0.243243243	1	2	5	0.564015215	0.25	0.151917415	0.269349853	1	2
0.27027027	1	1	5	0.64218195	1.0	0.19514455	0.303877351	2	1
0.297297297	1	1	5	1.13799517	1.0	0.19913185	0.174984794	1	1
0.324324324	1	1	5	1.05650481	0.6	0.17112536	0.161973101	1	1
0.351351351	1	2	5	3.14743329	1.0	0.36844338	0.117061537	1	4
0.378378378	1	1	5	0.58974582	1.0	0.2287492	0.387877611	4	1
0.405405405	0	1	5	1.73174568	1.0	0.2444648	0.141166687	1	1
0.432432432	1	2	5	1.17818523	1.0	0.31605806	0.268258379	1	4
0.459459459	1	1	5	0.71429922	1.0	0.22330005	0.312614159	4	1
0.486486486	1	2	6	1.75386951	0.833333333	0.21827214	0.124451756	1	5
0.513513514	1	1	6	1.32546204	0.5	0.16937918	0.127788782	5	1
0.540540541	1	1	6	1.03908814	0.333333333	0.1833486	0.176451441	1	1
0.567567568	1	1	6	1.08059088	0.5	0.167633	0.155130867	1	1
0.594594595	1	1	6	1.39771163	0.5	0.21827215	0.156163936	1	1
0.621621622	1	1	6	0.91383529	1.0	0.1794307	0.19634906	1	1
0.648648649	1	2	6	1.13402307	1.0	0.31280406	0.275835711	1	4
0.675675676	1	1	6	0.59499978	1.0	0.17287153	0.290540494	4	1
0.702702703	1	2	6	5.40666055	0.269230769	0.16414065	0.030358971	1	2
0.72972973	1	1	6	0.78003428	0.333333333	0.14808977	0.189850336	2	1
0.756756757	1	1	6	1.20608608	0.666666667	0.18347039	0.152120477	1	6
0.783783784	1	1	6	1.38906356	0.5	0.30566263	0.220049419	6	1
0.810810811	1	1	6	1.45975143	1.0	0.27509344	0.188452249	1	1
0.837837838	1	1	6	0.8411746	1.0	0.27950231	0.332276212	1	1
0.864864865	1	1	6	1.05161322	0.666666667	0.2863866	0.272330734	1	1
0.891891892	1	1	6	1.18277064	1.0	0.20377508	0.172286218	1	1
0.918918919	1	1	6	1.24297359	0.75	0.16384618	0.131817909	1	1
0.945945946	0	1	7	0.93771278	0.666666667	0.19413707	0.207032552	1	1
0.972972973	1	1	7	2.90727854	1.0	0.11840984	0.040728757	1	1
0.032258065	1	1	4	1.322095413	0.875	0.158971414	0.120242013	1	6
0.064516129	1	1	4	0.807294342	1.0	0.2024236	0.250743241	6	1
0.096774194	0	1	4	0.4048472	0.666666667	0.133535987	0.329842932	1	6
0.129032258	0	1	4	7.993138816	1.0	0.229978645	0.028772007	6	1
0.161290323	0	1	5	1.042627082	0.857142857	0.176331873	0.169122667	1	1
0.193548387	1	1	5	1.546720263	1.0	0.445147361	0.28780082	1	1
0.225806452	1	2	5	2.120870476	0.166666667	0.247995405	0.116930953	1	2
0.258064516	1	1	5	0.777690851	1.0	0.160031223	0.205777428	2	1
0.290322581	0	1	5	2.766810618	0.857142857	0.167449889	0.060520907	1	6
0.322580645	0	1	5	3.381147236	1.0	0.228918835	0.067704486	6	1
0.35483871	1	2	5	4.427596141	0.636363636	0.334899778	0.075639188	1	4
0.387096774	0	1	5	1.870419777	1.0	0.252234643	0.134854564	4	1
0.419354839	1	1	5	2.892076088	0.416666667	0.178827381	0.061833567	1	1
0.451612903	1	2	5	2.14876001	0.666666667	0.195004934	0.09075231	1	2
0.483870968	1	1	5	0.878254054	1.0	0.184834946	0.210457264	2	1
0.516129032	1	2	5	0.999292287	0.8	0.194563101	0.194700893	1	3
